Mærke,Navn,Adresse,Postnr,By,Latitude,Longitude
Q8,"Viby J, Ormslevvej 61","Ormslevvej 61, 8260 Viby J",8260,Viby J,56.130302,10.158695
Q8,"Odder, Banegårdsgade 21","Banegårdsgade 21, 8300 Odder",8300,Odder,55.969902,10.149625
Q8,"Hinnerup, Navervej 2","Navervej 2, 8382 Hinnerup",8382,Hinnerup,56.253796,10.070717
Q8,"Lystrup, Sønderskovvej 6","Sønderskovvej 6, 8520 Lystrup",8520,Lystrup,56.230644,10.237271
Q8,"Silkeborg, Nordre Ringvej 8","Nordre Ringvej 8, 8600 Silkeborg",8600,Silkeborg,56.186924,9.563175
Q8,"Skanderborg, Banegårdsvej 57","Banegårdsvej 57, 8660 Skanderborg",8660,Skanderborg,56.04134,9.92486
Q8,"Låsby, Silkeborgmotorvejen 242B (Nord)","Silkeborgmotorvejen 242B (Nord), 8670 Låsby",8670,Låsby,56.149441,9.767983
Q8,"Låsby, Silkeborgmotorvejen 243A (Syd)","Silkeborgmotorvejen 243A (Syd), 8670 Låsby",8670,Låsby,56.148029,9.75975
Q8,"Horsens, Vejlevej 145","Vejlevej 145, 8700 Horsens",8700,Horsens,55.837776,9.813958
Q8,"Lund, Vrøndingvej 1A","Vrøndingvej 1A, 8700 Lund",8700,Lund,55.886333,9.786467
Q8,"Viborg, Kirkebækvej 38-40","Kirkebækvej 38-40, 8800 Viborg",8800,Viborg,56.456291,9.39327
Q8,"Randers, Mariagervej 64","Mariagervej 64, 8920 Randers",8920,Randers,56.470695,10.031217
Q8,"Randers NØ, Hadsundvej 144","Hadsundvej 144, 8930 Randers NØ",8930,Randers NØ,56.479691,10.041485
Q8,"Ålborg, Hadsundvej 95","Hadsundvej 95, 9000 Aalborg",9000,Aalborg,57.035542,9.953769
Q8,"Skalborg, Hobrovej 404","Hobrovej 404, 9200 Skalborg",9200,Skalborg,57.008553,9.884999
Q8,"Ålborg SV, Scheelsmindevej 2","Scheelsmindevej 2, 9200 Aalborg SV",9200,Aalborg SV,57.022228,9.904365
Q8,"Hobro, Markedsgade 9","Markedsgade 9, 9500 Hobro",9500,Hobro,56.634903,9.799596
Q8,"Suldrup, Himmerland Motorvej Øst","Himmerland Motorvej Øst, 9541 Suldrup",9541,Suldrup,56.840847,9.741707
Q8,"Brønderslev, Jerslevvej 2","Jerslevvej 2, 9700 Brønderslev",9700,Brønderslev,57.266708,9.970262
Q8,"Hjørring, Bispensgade 82","Bispensgade 82, 9800 Hjørring",9800,Hjørring,57.450066,9.994982
Q8,"Frederikshavn, Søndergade 255","Søndergade 255, 9900 Frederikshavn",9900,Frederikshavn,57.417931,10.52319
Shell,EXPRESS KØBENHAVN Ø,"Sibeliusgade 8, 2100 København Ø",2100,København Ø,55.716169,12.57633
Shell,SHELL KØBENHAVN Ø,"LYNGBYVEJ 60 A, 2100 København Ø",2100,København Ø,55.711383,12.560876
Shell,EXPRESS KASTRUP,"ENGLANDSVEJ 209-211, 2300 København S",2300,København S,55.639295,12.600032
Shell,SHELL EXPRESS KØBENHAVN NV,"LYGTEN 51, 2400 København NV",2400,København NV,55.707009,12.538285
Shell,EXPRESS KØBENHAVN SV,"Vasbygade 13, 2450 København SV",2450,København SV,55.658406,12.557347
Shell,EXPRESS GL.KØGE VALBY,"GAMMEL KØGE LANDEVEJ 168, 2500 Valby",2500,Valby,55.646947,12.504608
Shell,EXPRESS VALBY,"SDR. FASANVEJ 90, 2500 Valby",2500,Valby,55.667926,12.517055
Shell,SHELL BRØNDBY,"Roskildevej 453, 2605 Brøndby",2605,Brøndby,55.669169,12.4369
Shell,EXPRESS RØDOVRE,"Slotsherrensvej 221, 2610 Rødovre",2610,Rødovre,55.700899,12.460803
Shell,EXPRESS ALBERTSLUND,"Albertslundvej 21, 2620 Albertslund",2620,Albertslund,55.659137,12.351424
Shell,SHELL CRT TAASTRUP,"ESTLAND ALLÉ 3, 2630 Taastrup",2630,Taastrup,55.63463,12.253451
Shell,EXPRESS ISHØJ,"TORSLUNDEVEJ 2, 2635 Ishøj",2635,Ishøj,55.629595,12.282819
Shell,SHELL HEDEHUSENE HOVEDGADEN,"Hovedgaden 482, 2640 Hedehusene",2640,Hedehusene,55.650201,12.20278
Shell,EXPRESS GL KØGE L HVID,"GL. KØGE LANDEVEJ 388, 2650 Hvidovre",2650,Hvidovre,55.626697,12.476851
Shell,EXPRESS HVIDOVREVEJ HV,"HVIDOVREVEJ 247-249, 2650 Hvidovre",2650,Hvidovre,55.641834,12.479541
Shell,EXPRESS GREVE,"Hundige Strandvej 27, 2670 Greve",2670,Greve,55.59857,12.348874
Shell,SHELL BRØNSHØJ FREDERIKSSUNDSVEJ,"Frederikssundsvej 174, 2700 Brønshøj",2700,Brønshøj,55.705214,12.495319
Shell,SHELL HERLEV MILEPARKEN,"MILEPARKEN 37, 2730 Herlev",2730,Herlev,55.71673,12.437011
Shell,SHELL HERLEV RING 4,"RING 4 NR. 50, 2730 Herlev",2730,Herlev,55.751146,12.403188
Shell,SHELL BALLERUP,"Hold-An Vej 2, 2750 Ballerup",2750,Ballerup,55.735738,12.362283
Shell,SHELL KASTRUP,"Saltværksvej 62, 2770 Kastrup",2770,Kastrup,55.638269,12.638902
Shell,SHELL LYNGBY,"NYBROVEJ 190-192, 2800 LYNGBY",2800,LYNGBY,55.765408,12.489111
Shell,SHELL HOLTE,"Kongevejen 394, 2840 Holte",2840,Holte,55.818518,12.468163
Shell,SHELL NÆRUM,"Skodsborgvej 313, 2850 Nærum",2850,Nærum,55.815953,12.536258
Shell,SHELL HELLERUP KILDEGÅRDSVEJ,"Kildegårdsvej 105, 2900 Hellerup",2900,Hellerup,55.7379,12.54059
Shell,SHELL HØRSHOLM BRÅDEBÆKSVEJ,"Brådebæksvej 2, 2970 Hørsholm",2970,Hørsholm,55.864516,12.496624
Shell,SHELL HØRSHOLM USSERØD KONGEVEJ,"Usserød Kongevej 79, 2970 Hørsholm",2970,Hørsholm,55.889526,12.496213
Shell,SHELL HELSINGØR,"Kongevejen 115, 3000 Helsingør",3000,Helsingør,56.025939,12.586626
Shell,EXPRESS HUMLEBÆK,"Nyvej 3, 3050 Humlebæk",3050,Humlebæk,55.961292,12.534244
Shell,SHELL TIKØB,"Hornbækvej 449, 3080 Tikøb",3080,Tikøb,56.021159,12.454321
Shell,EXPRESS HORNBÆK,"NDR. STRANDVEJ 359, 3100 Hornbæk",3100,Hornbæk,56.089462,12.453226
Shell,SHELL FREDERIKSVÆRK,"Hillerødvej 34, 3300 Frederiksværk",3300,Frederiksværk,55.968294,12.029106
Shell,SHELL BIRKERØD,"Birkerød Kongevej 43-47, 3460 Birkerød",3460,Birkerød,55.839829,12.441893
Shell,SHELL CRT KVISTGÅRD,"Oldenvej 10, 3490 Kvistgård",3490,Kvistgård,55.994568,12.496885
Shell,EXPRESS VÆRLØSE,"Kirke Værløsevej 10, 3500 Værløse",3500,Værløse,55.782272,12.367571
Shell,EXPRESS UVELSE,"Uvelse Byvej 1, 3550 Slangerup",3550,Slangerup,55.866554,12.237544
Shell,SHELL FREDERIKSSUND,"Askelundsvej 1, 3600 Frederikssund",3600,Frederikssund,55.843936,12.073923
Shell,SHELL RØNNE,"ZARTMANNSVEJ 100, 3700 Rønne",3700,Rønne,55.09743,14.712941
Shell,SHELL ÅKIRKEBY,"Vesterbro 34, 3720 Aakirkeby",3720,Aakirkeby,55.071549,14.914552
Shell,EXPRESS ROSKILDE,"Københavnsvej 13, 4000 Roskilde",4000,Roskilde,55.641131,12.096634
Shell,SHELL KIRKE HYLLINGE,"ELVERDAMSVEJ 232, 4070 Kirke Hyllinge",4070,Kirke Hyllinge,55.688844,11.855899
Shell,SHELL GLUMSØ,"Østergade 1, 4171 Glumsø",4171,Glumsø,55.353391,11.6919
Shell,EXPRESS SORØ,"Næstvedvej 4, 4180 Sorø",4180,Sorø,55.416918,11.568517
Shell,SHELL TUELSØ,"Vestmotorvejen 367A, 4180 Sorø",4180,Sorø,55.456057,11.594744
Shell,EXPRESS SKÆLSKØR,"Næstvedvej 48, 4230 Skælskør",4230,Skælskør,55.254962,11.306566
Shell,SHELL GØRLEV,"Gørlev Landevej 5, 4281 Gørlev",4281,Gørlev,55.534668,11.223942
Shell,SHELL EXPRESS HOLBÆK,"Kalundborgvej 198-200, 4300 Holbæk",4300,Holbæk,55.7122,11.66495
Shell,EXPRESS HVALSØ,"Gl Ringstedvej 1, 4330 Hvalsø",4330,Hvalsø,55.589261,11.862193
Shell,EXPRESS KALUNDBORG,"Sct Jørgensbjerg 42, 4400 Kalundborg",4400,Kalundborg,55.68062,11.100996
Shell,EXPRESS MØRKØV,"Holbækvej 239, 4440 Mørkøv",4440,Mørkøv,55.650807,11.503218
Shell,SHELL NYKØBING S,"Vesterbro 16, 4500 NYKØBING S",4500,NYKØBING S,55.922471,11.662588
Shell,SHELL VIG,"Holbækvej 24, 4560 Vig",4560,Vig,55.849364,11.574258
Shell,CRT KØGE,"Centervej 4, 4600 Køge",4600,Køge,55.49082,12.16397
Shell,EXPRESS KØGE,"Københavnsvej 125, 4600 Køge",4600,Køge,55.482338,12.185984
Shell,EXPRESS ST. HEDDINGE,"Højerupvej 2, 4660 ST. HEDDINGE",4660,ST. HEDDINGE,55.306225,12.39033
Shell,EXPRESS HERFØLGE,"Vordingborgvej 111, 4681 Herfølge",4681,Herfølge,55.422081,12.147124
Shell,SHELL RØNNEDE,"Vordingborgvej 513, 4683 Rønnede",4683,Rønnede,55.259941,12.022111
Shell,SHELL FENSMARK,"Næstvedvej 43, Fensmark, 4684 Holmegaard",4684,Holmegaard,55.274278,11.799499
Shell,SHELL HASLEV VORDINGBORGVEJ,"VORDINGBORGVEJ 424,DALBY BORUP, 4690 Haslev",4690,Haslev,55.309771,12.049658
Shell,EXPRESS NÆSTVED,"Køgevej 7, 4700 Næstved",4700,Næstved,55.2485,11.764202
Shell,SHELL NÆSTVED RINGSTEDGADE,"Ringstedgade 244, 4700 Næstved",4700,Næstved,55.256434,11.755693
Shell,EXPRESS VORDINGBORG,"Højgaardsvej 6, 4760 Vordingborg",4760,Vordingborg,54.99816,12.000536
Shell,SHELL VORDINGBORG ALGADE,"Algade 133, 4760 Vordingborg",4760,Vordingborg,55.007093,11.916137
Shell,SHELL VORDINGBORG ØRSLEV,"KØBENHAVNSVEJ 302, ØRSLEV, 4760 Vordingborg",4760,Vordingborg,55.034718,11.948675
Shell,SHELL STEGE,"Ny Ørnebjergvej 1, 4780 Stege",4780,Stege,54.977055,12.266868
Shell,SHELL ØSTER KIPPINGE,"STORSTRØMSVEJ 91, ØSTER KIPPINGE, 4840 Nørre Alslev",4840,Nørre Alslev,54.901929,11.804333
Shell,EXPRESS NAKSKOV,"Perlestikkergade 28, 4900 Nakskov",4900,Nakskov,54.831261,11.145784
Shell,EXPRESS FUGLEB ODENSE,"FUGLEBAKKEN 264, 5210 Odense NV",5210,Odense NV,55.415025,10.320543
Shell,EXPRESS TARUP,"RUGVANG 34, TARUP, 5210 Odense NV",5210,Odense NV,55.410267,10.339793
Shell,EXPRESS NYBORGVEJ ODE,"NYBORGVEJ 240-248, 5220 Odense SØ",5220,Odense SØ,55.393242,10.426399
Shell,EXPRESS ODENSE NV,"Hjallesevej 240B, 5230 Odense M",5230,Odense M,55.37222,10.395631
Shell,Express Butik Niels B,"Niels Bohrs Alle 148, 5230 Odense M",5230,Odense M,55.376529,10.428962
Shell,SHELL ODENSE SV,"DALUMVEJ 61-65, 5250 Odense SV",5250,Odense SV,55.369082,10.371583
Shell,EXPRESS SIVMOSE ODENSE,"Sivmosevænget 2, 5260 Odense S",5260,Odense S,55.352388,10.405834
Shell,EXPRESS MUNKEBO,"Fjordvej 189, 5330 Munkebo",5330,Munkebo,55.452308,10.541152
Shell,SHELL MORUD,"Rugårdsvej 765, 5462 Morud",5462,Morud,55.442954,10.182894
Shell,SHELL KILDEBJERG NORD,"Fynske Motorvej 532A, 5492 Vissenbjerg",5492,Vissenbjerg,55.394127,10.187418
Shell,SHELL KILDEBJERG SYD,"Fynske Motorvej 531B, 5492 Vissenbjerg",5492,Vissenbjerg,55.393761,10.187418
Shell,EXPRESS ASSENSVEJ MIDDELFART,"Assensvej 105, 5500 Middelfart",5500,Middelfart,55.492851,9.759656
Shell,EXPRESS MIDDELFART,"STENSGÅRDVEJ 15-17, 5500 Middelfart",5500,Middelfart,55.509735,9.777335
Shell,SHELL LANGESKOV,"Odensevej 35, 5550 Langeskov",5550,Langeskov,55.36378,10.584797
Shell,SHELL FÅBORG,"Assensvej 102, 5600 Faaborg",5600,Faaborg,55.109936,10.224453
Shell,SHELL ASSENS,"Fåborgvej 14, 5610 Assens",5610,Assens,55.261614,9.910207
Shell,SHELL GLAMSBJERG,"SØNDERGADE 36-38, 5620 Glamsbjerg",5620,Glamsbjerg,55.276241,10.106698
Shell,SHELL HÅRBY,"AKKERUPVEJ 1, 5683 Haarby",5683,Haarby,55.223133,10.129234
Shell,EXPRESS KNUDSHOVED,"Hjejlevej 110, 5800 Nyborg",5800,Nyborg,55.296968,10.839057
Shell,SHELL ØRBÆK,"Hovedgaden 4, 5853 Ørbæk",5853,Ørbæk,55.257822,10.672075
Shell,SHELL CRT KOLDING,"Kokholm 8, 6000 Kolding",6000,Kolding,55.532835,9.472495
Shell,Shell Express Kolding,"Vejlevej 317, 6000 Kolding",6000,Kolding,55.520946,9.460786
Shell,SHELL BJERT,"Gamle Bjert 2A, 6091 Bjert",6091,Bjert,55.452608,9.556486
Shell,SHELL HELLEVAD,"HOVEDGADEN 1, HELLEVAD, 6230 Rødekro",6230,Rødekro,55.07654,9.21935
Shell,SHELL RØDEKRO,"Vestergade 45, 6230 Rødekro",6230,Rødekro,55.073452,9.326248
Shell,SHELL GRÅSTEN,"Kongevej 86, 6300 Gråsten",6300,Gråsten,54.919022,9.593216
Shell,SHELL KRUSÅ,"SØNDERBORGVEJ 8 A, 6340 Kruså",6340,Kruså,54.849577,9.405332
Shell,SHELL SØNDERBORG,"Alsgade 86, 6400 Sønderborg",6400,Sønderborg,54.919173,9.809101
Shell,SHELL CRT VOJENS,"Tingvejen 40F, 6500 Vojens",6500,Vojens,55.237249,9.287255
Shell,SHELL GRAM,"GL. SKJOLDAGERVEJ 2, 6510 Gram",6510,Gram,55.283032,9.060382
Shell,SHELL TOFTLUND,"VESTERGADE 25, 6520 Toftlund",6520,Toftlund,55.19277,9.059458
Shell,EXPRESS JELS,"Haderslevvej 57-59, Jels, 6630 Rødding",6630,Rødding,55.357669,9.187793
Shell,EXPRESS RØDDING,"Rytterdam 15, 6630 Rødding",6630,Rødding,55.366214,9.072414
Shell,SHELL EXPRESS SDR. HYGUM,"Ribevej 24, 6630 Rødding",6630,Rødding,55.354626,8.985702
Shell,SHELL EXPRESS LUNDERSKOV,"Reinholdts Bakke 62, 6640 Lunderskov",6640,Lunderskov,55.485912,9.286859
Shell,EXPRESS HJERTING,"HJERTINGVEJ 68, HJERTING, 6700 Esbjerg",6700,Esbjerg,55.479325,8.42878
Shell,SHELL ESBJERG Ø.,"Korskrovej 8, 6705 Esbjerg Ø",6705,Esbjerg Ø,55.524759,8.59023
Shell,EXPRESS STORMG ESBJERG,"STORMGADE 133 A, 6715 Esbjerg N",6715,Esbjerg N,55.502404,8.453355
Shell,SHELL EXPRESS HVIDING,"Ribevej 69, 6760 Ribe",6760,Ribe,55.273581,8.728229
Shell,Shell Express Ribe,"Trojelsvej 32, 6760 Ribe",6760,Ribe,55.346802,8.778735
Shell,SHELL EXPRESS FAABORG,"Fåborgvej 49, 6818 Årre",6818,Årre,55.586326,8.741098
Shell,SHELL EXPRESS SKOVLUND,"Hovedgaden 30, 6823 Ansager",6823,Ansager,55.740785,8.709081
Shell,EXPRESS NØRRE NEBEL,"Vesterhavsvej 21, 6830 Nørre Nebel",6830,Nørre Nebel,55.780475,8.280845
Shell,SHELL OKSBØL,"Østergade 23, 6840 Oksbøl",6840,Oksbøl,55.624967,8.28489
Shell,SHELL OUTRUP,"Storegade 39, 6855 Outrup",6855,Outrup,55.721648,8.341917
Shell,EXPRESS BLÅVAND,"Blåvandvej 25, 6857 Blåvand",6857,Blåvand,55.555511,8.132352
Shell,SHELL EXPRESS HOVEN,"Bredgade 10, 6880 Tarm",6880,Tarm,55.850582,8.759696
Shell,SHELL VIDEBÆK,"HERNINGVEJ 41, BARDE, 6920 Videbæk",6920,Videbæk,56.100496,8.703591
Shell,SHELL KIBÆK,"Østergade 38, 6933 Kibæk",6933,Kibæk,56.031332,8.859272
Shell,SHELL RINGKØBING,"Enghavevej 25, 6950 Ringkøbing",6950,Ringkøbing,56.093991,8.243887
Shell,EXPRESS SPJALD,"Hovedgaden 5, 6971 Spjald",6971,Spjald,56.122228,8.503175
Shell,SHELL TIM,"HOLSTEBROVEJ 148, 6980 Tim",6980,Tim,56.196084,8.29869
Shell,EXPRESS FREDERICIA,"Norgesgade 50, 7000 Fredericia",7000,Fredericia,55.561603,9.752022
Shell,EXPRESS FREDERICIA EGESKOVVEJ,"Egeskovvej 140, 7000 Fredericia",7000,Fredericia,55.581161,9.754218
Shell,SHELL EXPRESS ERRITSØ,"Snarremosevej 15, 7000 Fredericia",7000,Fredericia,55.543299,9.688386
Shell,SHELL EXPRESS SKÆRUP,"Fredericiavej 439, 7080 Børkop",7080,Børkop,55.640676,9.605409
Shell,EXPRESS JENNUM,"Jennumvej 163, 7100 Vejle",7100,Vejle,55.72149,9.427571
Shell,SHELL CRT DTC VEJLE,"Dieselvej 30, 7100 Vejle",7100,Vejle,55.747799,9.588618
Shell,SHELL VEJLE HORSENSVEJ,"Horsensvej 78, 7100 Vejle",7100,Vejle,55.71917,9.562306
Shell,EXPRESS VEJLE ØST,"Wittrupvej 1, 7120 Vejle Øst",7120,Vejle Øst,55.727887,9.597437
Shell,SHELL JUELSMINDE,"Odelsgade 57, 7130 Juelsminde",7130,Juelsminde,55.715702,10.003823
Shell,SHELL EXPRESS BARRIT,"Barrit Langgade 169, 7150 Barrit",7150,Barrit,55.707292,9.903668
Shell,SHELL TØRRING,"Aagade 26, 7160 Tørring",7160,Tørring,55.854965,9.482269
Shell,EXPRESS BILLUND,"Vejlevej 18, 7190 Billund",7190,Billund,55.727733,9.120591
Shell,SHELL BILLUND,"Grindstedvej 10, 7190 Billund",7190,Billund,55.735402,9.102126
Shell,SHELL GRINDSTED,"Vestergade 69, 7200 Grindsted",7200,Grindsted,55.759984,8.915988
Shell,SHELL EXPRESS JELLING,"Vejlevej 42A, 7300 Jelling",7300,Jelling,55.757067,9.430492
Shell,SHELL EXPRESS GIVE,"Torvegade 79, 7323 Give",7323,Give,55.839274,9.249672
Shell,SHELL EXPRESS KOLLEMORTEN,"Banevænget 7, Kollemorten, 7323 Give",7323,Give,55.867475,9.364927
Shell,SHELL EXPRESS UHE,"Bredsten Landevej 118, Uhe, 7323 Give",7323,Give,55.788741,9.185796
Shell,SHELL HERNING HAMMERUM,"Hammerum Hovedgade 132, 7400 Herning",7400,Herning,56.133067,9.074351
Shell,EXPRESS IKAST,"ØSTERGADE 50-52, 7430 Ikast",7430,Ikast,56.139797,9.162517
Shell,SHELL EXPRESS SUNDS,"Sunds Hovedgade 24, 7451 Sunds",7451,Sunds,56.201863,9.017779
Shell,EXPRESS VILDBJERG,"Østergade 30, 7480 Vildbjerg",7480,Vildbjerg,56.195337,8.771714
Shell,SHELL HOLSTEBRO SKAVE,"VIBORGVEJ 240, SKAVE, 7500 Holstebro",7500,Holstebro,56.390366,8.804971
Shell,SHELL HOLSTEBRO VIBORGVEJ,"Viborgvej 42, 7500 Holstebro",7500,Holstebro,56.359465,8.635887
Shell,SHELL EXPRESS STRUER,"Bredgade 6, 7600 Struer",7600,Struer,56.490477,8.595937
Shell,EXPRESS LEMVIG,"Lemvigvej 96, 7620 Lemvig",7620,Lemvig,56.5538,8.237858
Shell,SHELL BÆKMARKSBRO,"Brogade 68, 7660 Bækmarksbro",7660,Bækmarksbro,56.416702,8.307664
Shell,SHELL THISTED,"Thisted Kystvej 7, 7700 Thisted",7700,Thisted,56.952736,8.692616
Shell,SHELL SPØTTRUP,"LANDEVEJEN 54, KJÆRGÅRDSHOLM, 7860 Spøttrup",7860,Spøttrup,56.569302,8.869293
Shell,EXPRESS VIBY J,"Skanderborgvej 100, 8260 Viby J",8260,Viby J,56.138991,10.179809
Shell,SHELL VIBY J,"Skanderborgvej 123, 8260 Viby J",8260,Viby J,56.137112,10.177575
Shell,SHELL ODDER,"Rådhusgade 13, 8300 Odder",8300,Odder,55.974775,10.149881
Shell,EXPRESS HØRNING,"Skanderborgvej 19, 8362 Hørning",8362,Hørning,56.080647,10.030425
Shell,SHELL HADSTEN,"Skanderborgvej 2, 8370 Hadsten",8370,Hadsten,56.318603,10.042453
Shell,EXPRESS HINNERUP,"ÅRHUSVEJ 56, SØFTEN, 8382 Hinnerup",8382,Hinnerup,56.23798,10.088943
Shell,EXPRESS EBELTOFT,"NORDRE STRANDVEJ 12-14, 8400 Ebeltoft",8400,Ebeltoft,56.202239,10.678973
Shell,SHELL EBELTOFT,"Søndre Strandvej 20, 8400 Ebeltoft",8400,Ebeltoft,56.191899,10.671948
Shell,EXPRESS HAMMEL,"ANBÆKVEJ 17 A, 8450 Hammel",8450,Hammel,56.253846,9.861718
Shell,SHELL HAMMEL,"Anbækvej 36, 8450 Hammel",8450,Hammel,56.251785,9.860004
Shell,SHELL GRENAA,"Havnevej 243, 8500 Grenaa",8500,Grenaa,56.409987,10.915556
Shell,EXPRESS HORNSLET,"ROSENHOLMSVEJ 29, 8543 Hornslet",8543,Hornslet,56.319298,10.322607
Shell,SHELL RYOMGÅRD,"Nimtoftevej 2, 8550 Ryomgård",8550,Ryomgård,56.381028,10.503937
Shell,EXPRESS BAVNEHØJVEJ SI,"BAVNEHØJVEJ 24, 8600 Silkeborg",8600,Silkeborg,56.184831,9.582718
Shell,EXPRESS SILKEBORG,"Viborgvej 68, 8600 Silkeborg",8600,Silkeborg,56.200776,9.517918
Shell,"EXPRESS SILKEBORG, BREDHØJVEJ","Bredhøjvej 25, 8600 Silkeborg",8600,Silkeborg,56.186745,9.550253
Shell,EXPRESS VIRKLUND,"MØRKSØVEJ 21B, 8600 Silkeborg",8600,Silkeborg,56.138703,9.560507
Shell,EXPRESS VOEL,"Thorupgaardsvej 9, Voel, 8600 Silkeborg",8600,Silkeborg,56.190252,9.694195
Shell,SHELL KJELLERUP,"Thorningvej 8, 8620 Kjellerup",8620,Kjellerup,56.287867,9.420937
Shell,EXPRESS ANS,"SØGADE 2, 8643 Ans By",8643,Ans By,56.308274,9.592351
Shell,EXPRESS THEM,"Rodelundvej 14, 8653 Them",8653,Them,56.10747,9.573938
Shell,SHELL HORSENS SUNDVEJ,"Sundvej 2A, 8700 Horsens",8700,Horsens,55.862498,9.861217
Shell,SHELL EXPRESS LUND,"Silkeborgvej 136, 8700 Lund",8700,Lund,55.889636,9.778884
Shell,SHELL ØSTER SNEDE,"BREDALVEJ 1, ØSTER SNEDE, 8723 Løsning",8723,Løsning,55.794749,9.646737
Shell,SHELL EXPRESS NIM,"Præstevænget 11, 8740 Brædstrup",8740,Brædstrup,55.924224,9.680196
Shell,SHELL ØSTBIRK,"Vestbirkvej 14, 8752 Østbirk",8752,Østbirk,55.967112,9.74725
Shell,SHELL EXPRESS HORNSYLD,"Nørregade 28, 8783 Hornsyld",8783,Hornsyld,55.759074,9.864731
Shell,Shell Express Viborg,"Gl. Århusvej 239, 8800 Viborg",8800,Viborg,56.418381,9.408606
Shell,SHELL VIBORG RAVNSTRUP,"HOLSTEBROVEJ 141, RAVNSTRUP, 8800 Viborg",8800,Viborg,56.448019,9.290287
Shell,EXPRESS ØRUM,"Tjelevej 2, 8830 Tjele",8830,Tjele,56.481448,9.620656
Shell,SHELL EXPRESS BJERRINGBRO,"Brogade 16, 8850 Bjerringbro",8850,Bjerringbro,56.372403,9.657729
Shell,Shell Express Langå,"Randersvej 20, 8870 Langå",8870,Langå,56.393679,9.897897
Shell,SHELL LAURBJERG,"VESTERALLE 3, LAURBJERG, 8870 Langå",8870,Langå,56.359166,9.911731
Shell,EXPRESS RANDERS,"ÅRHUSVEJ 79, 8900 RANDERS",8900,RANDERS,56.442378,10.049382
Shell,EXPRESS MARIAGERVEJ,"Mariagervej 123, 8920 Randers NV",8920,Randers NV,56.476015,10.027819
Shell,SHELL EXPRESS RÅSTED,"HOVEDVEJEN 7, TERP, 8920 Randers NV",8920,Randers NV,56.517516,9.939392
Shell,SHELL RANDERS HOBROVEJ,"HOBROVEJ 181, HELSTED, 8920 Randers NV",8920,Randers NV,56.482976,9.994144
Shell,SHELL VORUP,"Bøsbrovej 92 B, 8940 Randers SV",8940,Randers SV,56.439617,10.034014
Shell,SHELL EXPRESS ALLINGÅBRO,"Hovedgaden 10, 8961 Allingåbro",8961,Allingåbro,56.463766,10.324072
Shell,SHELL EXPRESS ASFERG,"Vestergade 16, Asferg, 8990 Fårup",8990,Fårup,56.546546,9.9296
Shell,SHELL AALBORG ENGTOFTEVEJ,"Engtoftevej 41, 9000 Aalborg",9000,Aalborg,57.053916,9.892427
Shell,SHELL AALBORG KAROLINELUNDSVEJ,"KAROLINELUNDSVEJ 45-47, 9000 Aalborg",9000,Aalborg,57.042866,9.934473
Shell,Shell CRT Aalborg Øst,"Kertemindevej 2A, 9220 Aalborg Øst",9220,Aalborg Øst,57.04913,10.03807
Shell,SHELL RECHARGE AALBORG ØST,"Universitetsboulevarden 10, 9220 Aalborg Øst",9220,Aalborg Øst,57.019923,9.958868
Shell,Shell CRT Svenstrup,"Brøndborerens Alle 11, 9230 Svenstrup J",9230,Svenstrup J,56.956776,9.863931
Shell,EXPRESS NIBE,"Aalborgvej 91, 9240 Nibe",9240,Nibe,56.996289,9.668821
Shell,SHELL NIBE,"Søndergade 3, 9240 Nibe",9240,Nibe,56.981653,9.634964
Shell,SHELL GUNDERUP,"HADSUND LANDEVEJ 520, GUNDERUP, 9260 Gistrup",9260,Gistrup,56.94199,10.012489
Shell,EXPRESS KLARUP,"Jørgensmindevej 22, 9270 Klarup",9270,Klarup,57.019472,10.047232
Shell,EXPRESS HJALLERUP,"Søndergade 3, 9320 Hjallerup",9320,Hjallerup,57.168649,10.145976
Shell,SHELL HJALLERUP,"FREDERIKSHAVNSMOTORVEJEN 163, 9320 Hjallerup",9320,Hjallerup,57.151964,10.159304
Shell,EXPRESS BRØNDERSLEV,"Hirtshalsmotorvejen 79, 9382 Tylstrup",9382,Tylstrup,57.220916,9.941114
Shell,SHELL PANDRUP,"Bredgade 36, 9490 Pandrup",9490,Pandrup,57.221228,9.676025
Shell,Shell Express Saltum,"Tinghøjgade 44, 9493 Saltum",9493,Saltum,57.275916,9.69906
Shell,SHELL STØVRING,"Hobrovej 14, 9530 Støvring",9530,Støvring,56.897446,9.8383
Shell,SHELL TERNDRUP,"Hadsundvej 35, 9575 Terndrup",9575,Terndrup,56.81022,10.057152
Shell,Shell Express Hvam,"Hannerupvej 17, 9620 Aalestrup",9620,Aalestrup,56.665301,9.522542
Shell,SHELL LØGSTØR,"Bredgade 104, 9670 Løgstør",9670,Løgstør,56.968837,9.274778
Shell,SHELL CRT HIRTSHALS,"Dalsagervej 3, 9850 Hirtshals",9850,Hirtshals,57.576454,9.985207
Shell,EXPRESS TVERSTED,"Skagensvej 69, 9881 Bindslev",9881,Bindslev,57.581625,10.184768
Shell,SHELL FREDERIKSHAVN SØNDERGADE,"Søndergade 250, 9900 Frederikshavn",9900,Frederikshavn,57.418612,10.522141
Shell,SHELL EXPRESS LÆSØ,"Byrumvej 71, 9940 Byrum",9940,Byrum,57.261335,10.981575
Shell,EXPRESS SKAGEN,"Højensvej 60, 9990 Skagen",9990,Skagen,57.726684,10.549321
