Mærke,Navn,Adresse,Postnr,By,Latitude,Longitude
CNG/biogas,CNG København S (Prags Boulevard / OK),"Prags Boulevard 69, 2300 København S",2300,København S,55.670183,12.624383
CNG/biogas,CNG Høje-Taastrup,"Estland Allé 3, 2630 Taastrup",2630,Taastrup,55.634612,12.253418
CNG/biogas,CNG Ishøj (Bioman),"Industribuen 19, 2635 Ishøj",2635,Ishøj,55.616382,12.3268
CNG/biogas,CNG Skovlunde (OK),"Mileparken 2, 2740 Skovlunde",2740,Skovlunde,55.712835,12.419747
CNG/biogas,CNG Kastrup (Lufthavnen),"Lufthavnsboulevarden 6, 2770 Kastrup",2770,Kastrup,55.629513,12.639366
CNG/biogas,CNG Søborg,"Columbusvej 6, 2860 Søborg",2860,Søborg,55.737448,12.477809
CNG/biogas,CNG Frederikssund,"Pedersholmparken 10, 3600 Frederikssund",3600,Frederikssund,55.823212,12.094703
CNG/biogas,CNG Køge (Bioman),"Centervej 9, 4600 Køge",4600,Køge,55.492213,12.162455
CNG/biogas,CNG Odense (Ørbækvej),"Ørbækvej 260, 5220 Odense SØ",5220,Odense SØ,55.375933,10.438466
CNG/biogas,CNG Odense SV (Bioman),"Logistikvej 19, 5250 Odense SV",5250,Odense SV,55.364283,10.312624
CNG/biogas,CNG Sønderborg (Nature Energy),"Hørtoftvej 19K, 6400 Sønderborg",6400,Sønderborg,54.924854,9.725163
CNG/biogas,CNG Fredericia,"Europavej 46, 7000 Fredericia",7000,Fredericia,55.544126,9.638634
CNG/biogas,CNG Vejle (Nature Energy),"Stiftsvej 1A, 7100 Vejle",7100,Vejle,55.746664,9.599173
CNG/biogas,CNG Holstebro,"Bisgårdmark 5, 7500 Holstebro",7500,Holstebro,56.358189,8.602133
CNG/biogas,CNG Skive (Bjørnevej),"Bjørnevej 17, 7800 Skive",7800,Skive,56.534944,9.028408
CNG/biogas,CNG Skive (Ågade / OK),"Ågade 18, 7800 Skive",7800,Skive,56.567867,9.03375
CNG/biogas,CNG Silkeborg (Nature Energy),"Bredhøjvej 17, 8600 Silkeborg",8600,Silkeborg,56.188179,9.552114
CNG/biogas,CNG Horsens (Bioman),"Ålkærgårdvej 13, 8700 Horsens",8700,Horsens,55.920881,9.80795
CNG/biogas,CNG Aalborg,"Troensevej 16, 9220 Aalborg Øst",9220,Aalborg Øst,57.02612,10.010872
CNG/biogas,CNG Frederikshavn,"Suderbovej 16, 9900 Frederikshavn",9900,Frederikshavn,57.428342,10.500514
Circle K,"CIRCLE K KAMPMANNSGADE, KBH V","Kampmannsgade 2, 1604 København V",1604,København V,55.677756,12.562071
Circle K,CIRCLE K GODTHÅBSVEJ,"Godthåbsvej 144, 2000 Frederiksberg",2000,Frederiksberg,55.689926,12.518996
Circle K,CIRCLE K STRANDBOULEVARDEN,"Strandboulevarden 91, 2100 København Ø",2100,København Ø,55.70641,12.585867
Circle K,"CIRCLE K AMAGERFÆLLEDVEJ, KBH S","Amagerfælledvej 38, 2300 København S",2300,København S,55.66447,12.594184
Circle K,CIRCLE K ENGLANDSVEJ,"Englandsvej 218, 2300 København S",2300,København S,55.63928,12.59918
Circle K,"CIRCLE K VERMLANDSGADE, KBH S","Vermlandsgade 41, 2300 København S",2300,København S,55.668514,12.605771
Circle K,"CIRCLE K FREDERIKSBORGVEJ, KBH NV","Frederiksborgvej 53, 2400 København NV",2400,København NV,55.70593,12.531742
Circle K,CIRCLE K TUBORGVEJ,"Tuborgvej 152, 2400 København NV",2400,København NV,55.722829,12.54543
Circle K,"CIRCLE K BORGMESTER CHR. GADE, KBH SV","Borgmester Christiansens Gade 59, 2450 København SV",2450,København SV,55.64706,12.541398
Circle K,CIRCLE K EV HOVEDKONTOR,"Borgmester Christiansens Gade 50, 2450 København SV",2450,København SV,55.646467,12.539963
Circle K,CIRCLE K SYDHAVNS PLADS,"Sydhavns Plads 10, 2450 København SV",2450,København SV,55.653587,12.540365
Circle K,CIRCLE K AUTOMAT VALBY LANGGADE,"Valby Langgade 119, 2500 Valby",2500,Valby,55.66632,12.505375
Circle K,"CIRCLE K ROSKILDEVEJ, VALBY","Roskildevej 176, 2500 Valby",2500,Valby,55.672955,12.483366
Circle K,"CIRCLE K VIGERSLEVVEJ, VALBY","Vigerslevvej 229, 2500 Valby",2500,Valby,55.65413,12.487673
Circle K,"CIRCLE K PARK ALLE, BRØNDBY","Park Alle 240, 2605 Brøndby",2605,Brøndby,55.654453,12.405257
Circle K,CIRCLE K JYLLINGEVEJ,"Jyllingevej 166, 2610 Rødovre",2610,Rødovre,55.69251,12.462675
Circle K,CIRCLE K ALBERTSLUND,"Roskildevej 18B, 2620 Albertslund",2620,Albertslund,55.663464,12.362194
Circle K,CIRCLE K KULDYSSEN,"Kuldyssen 2., 2630 Taastrup",2630,Taastrup,55.646915,12.288192
Circle K,CIRCLE K TAASTRUP,"Taastrup Hovedgade 25, 2630 Taastrup",2630,Taastrup,55.65606,12.307498
Circle K,"CIRCLE K ISHØJ PARKVEJ, ISHØJ","Ishøj Parkvej 2, 2635 Ishøj",2635,Ishøj,55.61777,12.345675
Circle K,CIRCLE K LANDLYSTVÆNGE,"Landlyst Vænge 1, 2635 Ishøj",2635,Ishøj,55.61662,12.351135
Circle K,CIRCLE K KETTEVEJ,"Kettevej 2, 2650 Hvidovre",2650,Hvidovre,55.64567,12.460125
Circle K,CIRCLE K BRØNDBY STRAND,"Gl. Køge Landevej 686, 2660 Brøndby Strand",2660,Brøndby Strand,55.61833,12.424602
Circle K,CIRCLE K GREVE STRAND,"Lillevangsvej 50, 2670 Greve",2670,Greve,55.600903,12.308432
Circle K,CIRCLE K STATIONSHOLMEN,"Stationsholmen 1, 2670 Greve",2670,Greve,55.582592,12.297162
Circle K,CIRCLE K EV TAXA 4X35,"Rosenlunds Allé 8, 2720 Vanløse",2720,Vanløse,55.692508,12.480912
Circle K,CIRCLE K HERLEV,"Hjortespringvej 115, 2730 Herlev",2730,Herlev,55.73744,12.431502
Circle K,CIRCLE K HERLEV HOVEDGADE,"Herlev Hovedgade 56, 2730 Herlev",2730,Herlev,55.720232,12.4496
Circle K,CIRCLE K BALLERUP BYVEJ,"Ballerup Byvej 115, 2750 Ballerup",2750,Ballerup,55.731316,12.374895
Circle K,CIRCLE K TEMPOVEJ,"Tempovej 25, 2750 Ballerup",2750,Ballerup,55.722946,12.377206
Circle K,CIRCLE K MÅLØV,"Måløv Hovedgade 3, 2760 Måløv",2760,Måløv,55.746906,12.323718
Circle K,CIRCLE K AMAGER LANDEVEJ,"Amager Landevej 153, 2770 Kastrup",2770,Kastrup,55.627132,12.624194
Circle K,CIRCLE K KYSTVEJEN,"Kystvejen 1, 2770 Kastrup",2770,Kastrup,55.63136,12.657041
Circle K,CIRCLE K DRAGØR,"Møllevej 10, 2791 Dragør",2791,Dragør,55.59194,12.634229
Circle K,"CIRCLE K LYNGBYGÅRDSVEJ, LYNGBY","Lyngbygårdsvej 138, 2800 Kongens Lyngby",2800,Kongens Lyngby,55.775238,12.521568
Circle K,CIRCLE K JÆGERSBORG ALLE,"Jægersborg Alle 149, 2820 Gentofte",2820,Gentofte,55.762154,12.535922
Circle K,CIRCLE K KILDEGÅRDS PLADS,"Kildegårds Plads 4, 2820 Gentofte",2820,Gentofte,55.73823,12.540091
Circle K,"CIRCLE K NYBROVEJ, GENTOFTE","Nybrovej 45, 2820 Gentofte",2820,Gentofte,55.75495,12.512993
Circle K,"CIRCLE K KONGEVEJEN, VIRUM","Kongevejen 205, 2830 Virum",2830,Virum,55.797188,12.48096
Circle K,CIRCLE K GLADSAXE MØLLEVEJ,"Gladsaxe Møllevej 12, 2860 Søborg",2860,Søborg,55.733616,12.476633
Circle K,"CIRCLE K BERNSTORFFSVEJ, HELLERUP","Bernstorffsvej 115, 2900 Hellerup",2900,Hellerup,55.745308,12.556473
Circle K,"CIRCLE K STRANDVEJEN, HELLERUP","Strandvejen 40, 2900 Hellerup",2900,Hellerup,55.723106,12.577913
Circle K,CIRCLE K KLAMPENBORG,"Strandvejen 455, 2930 Klampenborg",2930,Klampenborg,55.777866,12.590081
Circle K,CIRCLE K RUNGSTED,"Rungsted Strandvej 125, 2960 Rungsted Kyst",2960,Rungsted Kyst,55.885178,12.54291
Circle K,CIRCLE K USSERØD KONGEVEJ,"Usserød Kongevej 23, 2970 Hørsholm",2970,Hørsholm,55.883297,12.497684
Circle K,CIRCLE K NIVÅ,"Niverød Kongevej 10, 2990 Nivå",2990,Nivå,55.937553,12.487191
Circle K,CIRCLE K HELSINGØR,"Kongevejen 26, 3000 Helsingør",3000,Helsingør,56.030334,12.60131
Circle K,CIRCLE K HUMLEBÆK,"Baunebjergvej 1, 3050 Humlebæk",3050,Humlebæk,55.964752,12.521259
Circle K,CIRCLE K ESPERGÆRDE,"Hovvej 54, 3060 Espergærde",3060,Espergærde,55.99012,12.534012
Circle K,CIRCLE K HELSINGE,"Rundinsvej 52, 3200 Helsinge",3200,Helsinge,56.015972,12.198481
Circle K,CIRCLE K VEJBY,"Rågelejevej 1, 3210 Vejby",3210,Vejby,56.066788,12.139882
Circle K,CIRCLE K GILLELEJE,"Bonderupvej 2a, 3250 Gilleleje",3250,Gilleleje,56.121655,12.31318
Circle K,CIRCLE K KREGME,"Hillerødvej 103a, Kregme, 3300 Frederiksværk",3300,Frederiksværk,55.946922,12.047711
Circle K,CIRCLE K EV HILLERØD,"Herredsvejen 10, 3400 Hillerød",3400,Hillerød,55.935083,12.262417
Circle K,CIRCLE K HILLERØD,"Københavnsvej 10, 3400 Hillerød",3400,Hillerød,55.933431,12.312074
Circle K,CIRCLE K ALLERØD,"Gl Lyngevej 12, 3450 Allerød",3450,Allerød,55.869404,12.346759
Circle K,CIRCLE K BIRKERØD,"Bistrupvej 80, 3460 Birkerød",3460,Birkerød,55.83176,12.4292
Circle K,CIRCLE K FREDENSBORG,"Kongevejen 42, 3480 Fredensborg",3480,Fredensborg,55.968323,12.402999
Circle K,CIRCLE K SLANGERUP,"Kongensgade 51-53, 3550 Slangerup",3550,Slangerup,55.850754,12.172581
Circle K,CIRCLE K FREDERIKSSUND,"Frederiksværkvej 16, 3600 Frederikssund",3600,Frederikssund,55.843834,12.066035
Circle K,CIRCLE K ØLSTYKKE,"Frederikssundsvej 225, 3650 Ølstykke",3650,Ølstykke,55.779007,12.173989
Circle K,CIRCLE K RØNNE,"Zahrtmannsvej 99, Rundkørslen, 3700 Rønne",3700,Rønne,55.097794,14.712384
Circle K,CIRCLE K ALLINGE,"Nordre Borrelyngvej 1A, 3770 Allinge",3770,Allinge,55.271805,14.79934
Circle K,"CIRCLE K KØBENHAVNSVEJ, ROSKILDE","Københavnsvej 20, 4000 Roskilde",4000,Roskilde,55.640587,12.097626
Circle K,CIRCLE K RINGSTEDV.ROSKILDE,"Ringstedvej 107, 4000 Roskilde",4000,Roskilde,55.619175,12.052157
Circle K,CIRCLE K RUNDKØRSLEN ROSKILDE,"Frederiksborgvej 45, 4000 Roskilde",4000,Roskilde,55.65036,12.084395
Circle K,"CIRCLE K SØNDRE RINGVEJ, ROSKILDE","Søndre Ringvej 26, 4000 Roskilde",4000,Roskilde,55.630783,12.082466
Circle K,CIRCLE K JYLLINGE,"Rådalsvej 81, 4040 Jyllinge",4040,Jyllinge,55.760216,12.111481
Circle K,CIRCLE K SKIBBY,"Hovedgaden 1, 4050 Skibby",4050,Skibby,55.754479,11.95927
Circle K,CIRCLE K KIRKE SÅBY,"Landevejen 51, 4060 Kirke Såby",4060,Kirke Såby,55.63972,11.830753
Circle K,CIRCLE K BENLØSE,"Roskildevej 160, Benløse, 4100 Ringsted",4100,Ringsted,55.4602,11.799695
Circle K,CIRCLE K RINGSTED,"Næstvedvej 19, 4100 Ringsted",4100,Ringsted,55.43883,11.792675
Circle K,CIRCLE K MOTORVEJSCENTER SORØ,"Vestmotorvejen 368a, Tuelsø Nord, 4180 Sorø",4180,Sorø,55.454853,11.608874
Circle K,"CIRCLE K MARIENDALS ALLE, SLAGELSE","Mariendals Alle 42, 4200 Slagelse",4200,Slagelse,55.397953,11.340855
Circle K,"CIRCLE K SMEDEGADE, SLAGELSE","Smedegade 34, 4200 Slagelse",4200,Slagelse,55.407124,11.367127
Circle K,CIRCLE K TRAFIKCENTER SLAGELSE,"Trafikcenter Allé 6, 4200 Slagelse",4200,Slagelse,55.387676,11.362741
Circle K,CIRCLE K KORSØR,"Tårnborgvej 78, 4220 Korsør",4220,Korsør,55.338627,11.140624
Circle K,CIRCLE K SKÆLSKØR,"Næstvedvej 78, 4230 Skælskør",4230,Skælskør,55.25433,11.312597
Circle K,CIRCLE K DIANALUND,"Karsholtevej 35A, 4293 Dianalund",4293,Dianalund,55.533154,11.487268
Circle K,"CIRCLE K KALUNDBORGVEJ, HOLBÆK","Kalundborgvej 130, 4300 Holbæk",4300,Holbæk,55.714706,11.677705
Circle K,"CIRCLE K ROSKILDEVEJ, HOLBÆK","Roskildevej 195, 4300 Holbæk",4300,Holbæk,55.697792,11.72681
Circle K,"CIRCLE K VALDEMAR SEJRSVEJ, HOLBÆK","Valdemar Sejrsvej 6, 4300 Holbæk",4300,Holbæk,55.717518,11.705831
Circle K,CIRCLE K OSTED,"Hovedvejen 141, 4320 Lejre",4320,Lejre,55.559578,11.961359
Circle K,"CIRCLE K ESBERN SNARESV.,KAL","Esbern Snaresvej 4, 4400 Kalundborg",4400,Kalundborg,55.68444,11.090903
Circle K,CIRCLE K JYDERUP,"Holbækvej 45, 4450 Jyderup",4450,Jyderup,55.66416,11.41038
Circle K,CIRCLE K SNERTINGE,"Kalundborgvej 26, 4460 Snertinge",4460,Snertinge,55.71159,11.382697
Circle K,CIRCLE K SVINNINGE,"Holbækvej 13, 4520 Svinninge",4520,Svinninge,55.72314,11.474351
Circle K,CIRCLE K ASNÆS,"Centervej 1, 4550 Asnæs",4550,Asnæs,55.813034,11.499516
Circle K,"CIRCLE K KØBENHAVNSVEJ, KØGE","Københavnsvej 110, 4600 Køge",4600,Køge,55.480274,12.18637
Circle K,"CIRCLE K NORDHØJ, KØGE","Nordhøj 4, 4600 Køge",4600,Køge,55.488537,12.162229
Circle K,CIRCLE K VORDINGBORGV KØGE,"Vordingborgvej 9, 4600 Køge",4600,Køge,55.446426,12.172938
Circle K,CIRCLE K BJÆVERSKOV,"Ringstedvej 506, 4632 Bjæverskov",4632,Bjæverskov,55.460606,12.026854
Circle K,CIRCLE K HÅRLEV,"Faksevej 1a, 4652 Hårlev",4652,Hårlev,55.345894,12.239953
Circle K,CIRCLE K HERFØLGE,"Vordingborgvej 125A, 4681 Herfølge",4681,Herfølge,55.414005,12.138551
Circle K,"CIRCLE K HAVNEGADE, NÆSTVED","Havnegade 60, 4700 Næstved",4700,Næstved,55.223568,11.758257
Circle K,CIRCLE K SCT. JØRGENS PARK,"Sct Jørgens Park 94, 4700 Næstved",4700,Næstved,55.216717,11.753695
Circle K,"CIRCLE K BÅRSE RUNDDEL, PRÆSTØ","Næstvedvej 32, Bårse Runddel, 4720 Præstø",4720,Præstø,55.121193,11.96894
Circle K,CIRCLE K EV TAPPERNØJE VEST,"Sydmotorvejen 380, Vest, 4733 Tappernøje",4733,Tappernøje,55.169434,11.956968
Circle K,CIRCLE K MC TAPPERNØJE ØST,"Sydmotorvejen 383, Øst, 4733 Tappernøje",4733,Tappernøje,55.165688,11.958496
Circle K,"CIRCLE K NÆSTVEDVEJ, VORDINGBORG","Næstvedvej 36-38, 4760 Vordingborg",4760,Vordingborg,55.01569,11.897383
Circle K,CIRCLE K GÅBENSEVEJ NYK. F,"Gaabensevej 112, 4800 Nykøbing F",4800,Nykøbing F,54.78164,11.867331
Circle K,CIRCLE K NAKSKOV,"Rødbyvej 143, 4900 Nakskov",4900,Nakskov,54.82382,11.151942
Circle K,CIRCLE K MARIBO,"Vesterbrogade 45, 4930 Maribo",4930,Maribo,54.775314,11.488558
Circle K,"CIRCLE K HJALLESEVEJ, ODENSE C","Hjallesevej 25, 5000 Odense C",5000,Odense C,55.390366,10.396103
Circle K,CIRCLE K NYBORGVEJ,"Nyborgvej 121, 5000 Odense C",5000,Odense C,55.393234,10.414041
Circle K,CIRCLE K ODENSE V,"Middelfartvej 53, 5200 Odense V",5200,Odense V,55.394314,10.356968
Circle K,CIRCLE K FRUENS BØGE,"Fåborgvej 122, Fruens Bøge, 5250 Odense SV",5250,Odense SV,55.36785,10.35714
Circle K,CIRCLE K HJALLESE,"Svendborgvej 1, Hjallese, 5260 Odense S",5260,Odense S,55.361855,10.391624
Circle K,CIRCLE K ODENSE SØ,"Drejebænken 15, 5260 Odense S",5260,Odense S,55.35353,10.41896
Circle K,CIRCLE K NÆSBY,"Bogensevej 102, Næsby, 5270 Odense N",5270,Odense N,55.422646,10.346726
Circle K,CIRCLE K KERTEMINDE,"Grønlandsgade 1, 5300 Kerteminde",5300,Kerteminde,55.4517,10.66131
Circle K,CIRCLE K BULLERUP,"Kertemindevej 315, Bullerup, 5320 Agedrup",5320,Agedrup,55.431465,10.475534
Circle K,CIRCLE K BOGENSE,"Odensevej 136, 5400 Bogense",5400,Bogense,55.551136,10.091786
Circle K,CIRCLE K MIDDELFART,"Odensevej 96, 5500 Middelfart",5500,Middelfart,55.501427,9.747985
Circle K,CIRCLE K GLAMSBJERG,"Odensevej 14, 5620 Glamsbjerg",5620,Glamsbjerg,55.26988,10.113066
Circle K,CIRCLE K SVENDBORG,"Grusvig 1, 5700 Svendborg",5700,Svendborg,55.06348,10.619177
Circle K,CIRCLE K TÅSINGE,"Sundbrovej 1, 5700 Svendborg",5700,Svendborg,55.041454,10.611732
Circle K,CIRCLE K NR. LYNDELSE,"Albanivej 20, Nr. Lyndelse, 5792 Årslev",5792,Årslev,55.304966,10.395108
Circle K,CIRCLE K NYBORG,"Vestergade 33, 5800 Nyborg",5800,Nyborg,55.318344,10.781867
Circle K,CIRCLE K NYBORG MANGO,"Storebæltsvej 1, 5800 Nyborg",5800,Nyborg,55.309704,10.805566
Circle K,"CIRCLE K BUEN, KOLDING","Buen 13, 6000 Kolding",6000,Kolding,55.487823,9.48101
Circle K,"CIRCLE K HADERSLEVVEJ, KOLDING","Haderslevvej 189, 6000 Kolding",6000,Kolding,55.471153,9.471202
Circle K,"CIRCLE K VEJLEVEJ 168, KOLDING","Vejlevej 168, 6000 Kolding",6000,Kolding,55.507427,9.457254
Circle K,CIRCLE K EGTVED,"Vestergade 47, 6040 Egtved",6040,Egtved,55.616016,9.299737
Circle K,"CIRCLE K LAURIDS SKAUSGADE, HADERSLEV","Laurids Skaus Gade 21, 6100 Haderslev",6100,Haderslev,55.25385,9.483544
Circle K,CIRCLE K ÅBENRÅ,"Egevej 6, 6200 Aabenraa",6200,Aabenraa,55.065376,9.3658
Circle K,"CIRCLE K SKIBBROEN, ÅBENRÅ","Skibbroen 24, 6200 Aabenraa",6200,Aabenraa,55.040768,9.421787
Circle K,CIRCLE K TØNDER,"Ndr Landevej 8, 6270 Tønder",6270,Tønder,54.948032,8.875374
Circle K,CIRCLE K FRØSLEV ØST MOTORVEJSCENTER,"Sønderjyske Motorvej 765, 6330 Padborg",6330,Padborg,54.82619,9.32965
Circle K,CIRCLE K FRØSLEV VEST MOTORVEJSCENTER,"Sønderjyske Motorvej 764, 6330 Padborg",6330,Padborg,54.83247,9.33308
Circle K,CIRCLE K PADBORG,"Industrivej 20, 6330 Padborg",6330,Padborg,54.831596,9.351668
Circle K,CIRCLE K SØNDERBORG,"Nørrekobbel 1, 6400 Sønderborg",6400,Sønderborg,54.922688,9.78397
Circle K,CIRCLE K EV VTS VOJENS,"Fabriksvej 4, 6500 Vojens",6500,Vojens,55.24086,9.274692
Circle K,CIRCLE K USTRUP ØST MOTORVEJSCENTER,"Sønderjyske Motorvej 685, Øst, 6500 Vojens",6500,Vojens,55.21538,9.374601
Circle K,CIRCLE K USTRUP VEST MOTORVEJSCENTER,"Sønderjyske Motorvej 684, Vest, 6500 Vojens",6500,Vojens,55.21701,9.372065
Circle K,CIRCLE K VEJEN,"Frederik d. 7's gade 40, 6600 Vejen",6600,Vejen,55.482906,9.14776
Circle K,CIRCLE K GAMMELBY RINGVEJ,"Gammelby Ringvej 13, 6700 Esbjerg",6700,Esbjerg,55.462803,8.46836
Circle K,"CIRCLE K STRANDBY PLADS, ESBJERG","Strandbygade 94, 6700 Esbjerg",6700,Esbjerg,55.473385,8.436272
Circle K,CIRCLE K GJESING,"Stormgade 238, Gjesing, 6715 Esbjerg N",6715,Esbjerg N,55.507347,8.453415
Circle K,CIRCLE K RIBE,"Bohrsvej 1, 6760 Ribe",6760,Ribe,55.351543,8.778151
Circle K,"CIRCLE K RIBEVEJ, VARDE","Ribevej 27B, 6800 Varde",6800,Varde,55.61049,8.493376
Circle K,CIRCLE K VARDE,"Sønderbro 2, 6800 Varde",6800,Varde,55.617825,8.484062
Circle K,CIRCLE K ØLGOD,"Østvej 14, 6870 Ølgod",6870,Ølgod,55.808,8.628937
Circle K,CIRCLE K SKJERN,"Østergade 83, 6900 Skjern",6900,Skjern,55.951538,8.504437
Circle K,CIRCLE K SKÆRUP VEST MOTORVEJSCENTER,"Østjyske Motorvej 616A, 7000 Fredericia",7000,Fredericia,55.642895,9.558889
Circle K,"CIRCLE K SNAREMOSEVEJ, FREDERICIA","Snaremosevej 180, Erritsø, 7000 Fredericia",7000,Fredericia,55.537014,9.716913
Circle K,"CIRCLE K VEJLEVEJ, FREDERICIA","Vejlevej 26, 7000 Fredericia",7000,Fredericia,55.56964,9.723834
Circle K,CIRCLE K BØGEPARKEN,"Fredericiavej 151, 7100 Vejle",7100,Vejle,55.685028,9.560857
Circle K,CIRCLE K BOULEVARDEN,"Boulevarden 28, 7100 Vejle",7100,Vejle,55.712989,9.52262
Circle K,CIRCLE K EXXIT 59,"Transportvej 2, 7100 Vejle",7100,Vejle,55.74842,9.589551
Circle K,"CIRCLE K HORSENSVEJ, VEJLE","Horsensvej 121, 7100 Vejle",7100,Vejle,55.72255,9.570185
Circle K,CIRCLE K VEJLE,"Strandgade 28, 7100 Vejle",7100,Vejle,55.70805,9.544256
Circle K,CIRCLE K EJSTRUPHOLM,"Østergade 66, 7361 Ejstrupholm",7361,Ejstrupholm,55.981655,9.299244
Circle K,CIRCLE K LIND,"Hovedgaden 2 A, Lind, 7400 Herning",7400,Herning,56.10839,8.978475
Circle K,"CIRCLE K SILKEBORGVEJ, HERNING","Silkeborgvej 7, 7400 Herning",7400,Herning,56.135315,8.984815
Circle K,CIRCLE K IKAST,"Vestergade 34-38, 7430 Ikast",7430,Ikast,56.139355,9.149642
Circle K,CIRCLE K AULUM,"Smedegade 2, 7490 Aulum",7490,Aulum,56.262066,8.796094
Circle K,CIRCLE K LÆGÅRDVEJ,"Lægårdvej 91B, 7500 Holstebro",7500,Holstebro,56.365993,8.63735
Circle K,"CIRCLE K NØRREBROG, HOLSTEBRO","Nørrebrogade 12-14, 7500 Holstebro",7500,Holstebro,56.36407,8.612018
Circle K,CIRCLE K STRUER,"Holstebrovej 56, 7600 Struer",7600,Struer,56.488888,8.583344
Circle K,CIRCLE K ØSTERBAKKEN,"Østerbakken 63, 7700 Thisted",7700,Thisted,56.95708,8.706019
Circle K,CIRCLE K HANSTHOLM,"Bødkervej 25, 7730 Hanstholm",7730,Hanstholm,57.116226,8.628448
Circle K,"CIRCLE K HOLSTEBROVEJ, SKIVE","Holstebrovej 52, 7800 Skive",7800,Skive,56.569424,9.010713
Circle K,"CIRCLE K VIBORGVEJ, SKIVE","Viborgvej 93, 7800 Skive",7800,Skive,56.559414,9.049948
Circle K,"CIRCLE K NYKØBING, M","Vesterbro 1, 7900 Nykøbing M",7900,Nykøbing M,56.793064,8.853546
Circle K,"CIRCLE K SKANDERBORGVEJ, AARHUS","Skanderborgvej 39, 8000 Aarhus C",8000,Aarhus C,56.139793,10.18262
Circle K,CIRCLE K N.RINGGADE AARHUS,"Skovvangsvej 211, 8200 Aarhus N",8200,Aarhus N,56.174946,10.21608
Circle K,"CIRCLE K RANDERSVEJ, ÅRHUS","Randersvej 141, 8200 Aarhus N",8200,Aarhus N,56.18433,10.195708
Circle K,CIRCLE K ÅRHUS V,"Rytoften 1, 8210 Aarhus V",8210,Aarhus V,56.16631,10.150029
Circle K,CIRCLE K BRABRAND,"Silkeborgvej 573, 8220 Brabrand",8220,Brabrand,56.15237,10.129683
Circle K,CIRCLE K RISSKOV,"Grenåvej 150, 8240 Risskov",8240,Risskov,56.18947,10.219029
Circle K,CIRCLE K SKÅDE,"Stenvej 1, Skåde, 8270 Højbjerg",8270,Højbjerg,56.10738,10.207182
Circle K,CIRCLE K SLET,"Chr. X's Vej 253, Slet, 8310 Tranbjerg J",8310,Tranbjerg J,56.103946,10.14512
Circle K,CIRCLE K HØRNING,"Århusvej 13, 8362 Hørning",8362,Hørning,56.086327,10.040096
Circle K,CIRCLE K TILST,"Tilst Parkvej 3, Mundelstrup, 8381 Tilst",8381,Tilst,56.188046,10.090329
Circle K,CIRCLE K SØFTEN,"Århusvej 60, Søften, 8382 Hinnerup",8382,Hinnerup,56.23725,10.090095
Circle K,CIRCLE K EBELTOFT,"Vibæk Strandvej 6, 8400 Ebeltoft",8400,Ebeltoft,56.213425,10.677423
Circle K,CIRCLE K RØNDE,"Hovedgaden 74, 8410 Rønde",8410,Rønde,56.302593,10.468107
Circle K,CIRCLE K ANBÆK,"Anbækvej 123, Anbæk, 8450 Hammel",8450,Hammel,56.235146,9.855687
Circle K,"CIRCLE K FRAMLEV, HARLEV","Framlev Korsvej 10, Framlev, 8462 Harlev J",8462,Harlev J,56.151627,10.006268
Circle K,CIRCLE K GRENÅ,"Østerbrogade 10, 8500 Grenaa",8500,Grenaa,56.413727,10.885847
Circle K,"CIRCLE K BREGNEVEJ, SILKEBORG","Bregnevej 1, 8600 Silkeborg",8600,Silkeborg,56.186188,9.558218
Circle K,"CIRCLE K FREDERIKSBERG, SILKEBORG","Frederiksberggade 28, 8600 Silkeborg",8600,Silkeborg,56.1627,9.550434
Circle K,CIRCLE K KJELLERUP,"Parallelvej 6, 8620 Kjellerup",8620,Kjellerup,56.28389,9.414754
Circle K,CIRCLE K KNUDSTRUP,"Aalborgvej 29, Knudstrup, 8620 Kjellerup",8620,Kjellerup,56.26562,9.313786
Circle K,CIRCLE K EV EJER BAUNEHØJ VEST,"Østjyske Motorvej 536, 8660 Skanderborg",8660,Skanderborg,55.978728,9.864966
Circle K,CIRCLE K EV EJER BAVNEHØJ,"Østjyske Motorvej 545, 8660 Skanderborg",8660,Skanderborg,55.977295,9.870435
Circle K,"CIRCLE K ØRSTEDSVEJ, SKANDERBORG","Ørstedsvej 6, 8660 Skanderborg",8660,Skanderborg,56.06853,9.978161
Circle K,CIRCLE K SKANDERBORG,"Højvangen 2, 8660 Skanderborg",8660,Skanderborg,56.048374,9.946265
Circle K,"CIRCLE K ALLEGADE, HORSENS","Allegade 65, 8700 Horsens",8700,Horsens,55.86728,9.844407
Circle K,"CIRCLE K BJERREVEJ, HORSENS","Bjerrevej 99, Dagnæs, 8700 Horsens",8700,Horsens,55.843517,9.847332
Circle K,CIRCLE K RECHARGE CITY,"Kai Lindbergs Vej 2A, 8700 Horsens",8700,Horsens,55.845226,9.733804
Circle K,CIRCLE K HEDENSTED,"Hovedvejen 32, 8722 Hedensted",8722,Hedensted,55.777836,9.714135
Circle K,"CIRCLE K INDRE RINGVEJ, VIBORG","Indre Ringvej 2, 8800 Viborg",8800,Viborg,56.450149,9.391868
Circle K,CIRCLE K BJERRINGBRO,"Pilevej 18, 8850 Bjerringbro",8850,Bjerringbro,56.379795,9.672328
Circle K,"CIRCLE K VIBORGVEJ, RANDERS","Viborgvej 94, 8920 Randers NV",8920,Randers NV,56.46539,10.003808
